id,姓名,性别,年龄,城市,部门,职级,入职日期,离职日期,工作年限,基本工资,绩效奖金,交通补贴,社保缴纳基数,是否缴纳社保,绩效评分,sales_amount,客户满意度,本月出勤天数,是否在职,联系电话,邮箱
EMP1247,,女,33.40010395820224,上海,产品部,P1,2024-06-02,,0.1,13956.335512602971,3134.661615796893,579.9413078882446,4798.347305910139,True,82.72088350630632,5.0,6.75827626633572,17.0,True,19900122509,wangwu655@qq.com
EMP1126,沈十七,男,26.906293516006432,广州,产品部,P1,2019-10-21,,4.7,6411.390773807393,1148.1269915645044,750.856977821379,4322.94733956093,True,80.75812468097975,8.0,7.493445003112651,25.0,True,17507059676,zhaoliu630@qq.com
EMP1044,陈十三,女,32.56554140805385,成都,销售部,P2,2016-09-04,,7.8,13174.595095452281,1592.9619165529257,320.3714244322925,7254.591848797621,True,73.66204700290477,4.0,8.668517550285195,,True,15533550699,zhangsan832@gmail.com
EMP1142,孙八,男,37.36337206421875,成都,财务部,P1,25/03/2015,2016-06-17,9.3,15758.317649420716,6913.394581033576,753.0631961981251,8687.118071873936,False,78.86622692205121,8.0,7.002432642031659,22.0,False,17637500247,wangwu824@gmail.com
EMP1115,蒋十六,男,30.52883164545669,上海,运营部,P5,05/21/2019,,5.1,16432.171433532938,8127.808744784968,100.0,9225.059645307841,True,88.32858128865581,10.0,7.388200980197839,34.0,True,17682624278,not_an_email
EMP1142,蒋十六,男,27.85243304350949,成都,产品部,P1,2019-04-09,,5.2,15555.092468044604,3140.036617475989,,17488.188331332967,True,89.20262920550562,7.0,6.785030755814731,17.0,True,17351785565,zhangsan86@gmail.com
EMP1061,冯十二,男,33.20785134262933,深圳,市场部,P2,2017-04-29,,-2.8,9643.639109874395,3066.000931127015,729.9181379397253,9965.957541068534,False,77.0027489695872,5.0,7.644431116657878,14.0,True,13103807155,user540@company.com
EMP1076,陈十三,女,33.30733438393768,成都,销售部,P1,2017-11-24,,6.6,13297.035184140788,2134.250123455712,509.6382325890434,6698.30557567705,True,71.8230457855373,10.0,8.784828769077777,25.0,True,18475442872,user928@163.com
EMP1051,朱二十,男,41.7351274131408,西安,技术部,P1,2016-12-11,2019-10-05,7.6,12422.615300104246,5743.778405059441,434.3708310346853,12207.380399497704,True,96.03561339650639,6.0,7.338811530987459,21.0,False,13178663096,@company.com
EMP1127,钱七,男,32.066256358158775,北京,市场部,P1,2019-11-04,,4.7,16888.26109678474,3842.534186021364,579.1363113680218,12279.568808869508,True,60.3783434956713,11.0,7.351554055681989,14.0,True,17917364173,lisi537@qq.com
EMP1158,张三,M,22.171990925332317,上海,销售部,P3,2021-01-09,,3.5,8954.280982297663,2673.803539308566,,5199.847343471625,True,81.31784801202282,,9.8673253250325,22.0,True,19496232693,zhaoliu830@qq.com
EMP1223,蒋十六,女,31.567119412275215,北京,市场部,P2,2023-07-03,,1.0,10506.281219935277,3793.7262134192238,711.4273537601858,5315.296266020609,True,72.20986305184726,,7.893598868607046,21.0,True,18207064620,zhangsan979@gmail.com
EMP1081,赵六,女,37.90998259668193,西安,财务部,P1,2018-02-02,,6.4,6623.588735270346,867.6467439353504,488.4628794205288,5280.330404418052,True,91.00808029897195,8.0,6.641452603486809,28.0,True,13223847257,lisi70@company.com
EMP1002,郑十一,男,22.0,成都,销售部,P3,2015-01-28,,9.4,5000.0,2196.406257105791,587.0476274370263,3618.562991909994,True,62.07054951790026,6.0,5.990927421089637,18.0,False,18668132202,
EMP1063,冯十二,男,34.220028892973325,广州,产品部,P4,27/05/2017,2019-09-21,7.1,5000.0,1904.7974421611973,444.99865376970973,5442.7477517869,True,69.40059932330578,8.0,6.935108764638629,26.0,True,18702269164,lisi969@gmail.com
EMP1037,杨十九,女,42.43265629135087,北京,运营部,P5,2016-05-30,,8.1,9278.016225299976,1006.2929842092427,180.25942763421313,7772.161914794469,0,85.6894145009113,10.0,6.881567823625758,24.0,True,18406284028,user562@outlook.com
EMP1244,朱二十,女,22.0,广州,市场部,P3,2024-04-21,,0.2,13173.099861041259,3162.5268081104773,527.4745677596447,7974.294487843747,True,92.95124410196476,9.0,9.410189391552969,24.0,False,17717199615,wangwu597@gmail.com
EMP1133,杨十九,男,32.48192011898697,北京,市场部,P5,2020-01-27,2023-11-27,-0.5999999999999996,17284.24695341387,7278.032768418327,708.7691989614157,14912.032816970415,True,94.480027900567,7.0,9.179660178414743,21.0,True,13705557720,wangwu347@outlook.com
,钱七,女,27.71654515011761,深圳,人事部,P3,N/A,2020-09-20,,6526.547631783911,3197.3820033392863,0.5,4320.209693268844,True,67.17915741672465,4.0,6.637497853756561,12.0,True,18304666325,not_an_email
EMP1148,杨十九,女,22.0,杭州,,P2,2020-08-23,,3.9,999999.0,381311.64030487865,515.5152619556658,1008990.8288255114,True,78.19457912100292,4.0,7.519850498337508,25.0,True,17446071904,lisi147@qq.com
EMP1199,张三,女,120.0,武汉,运营部,P3,2022-08-03,2026-06-30,1.9,10628.139335373384,1802.4363508667989,372.14283653718826,9886.068965957555,False,90.71908780738157,11.0,9.366536974306555,23.0,True,17224469868,user412@outlook.com
EMP1165,王五,男,36.169508402988036,杭州,技术部,P5,2021-04-17,,3.2,15869.244932152862,3913.680722292246,320.6831173088109,8562.425403910924,True,71.26907560821907,12.0,8.98645040471473,19.0,True,15424557359,zhaoliu421@outlook.com
EMP1046,孙八,男,38.97110383661249,深圳,运营部,P3,2016-10-02,,0.1,7451.284896789759,1335.855585975809,362.6437132296877,5064.364009849054,True,68.21230770883992,13.0,7.477871779265433,19.0,True,18805849060,zhaoliu992@qq.com
EMP1009,钱七,男,23.776110841319444,杭州,财务部,P1,2015-05-06,,9.2,7115.69014364773,1660.232425468719,458.28153481273796,7310.084054942787,True,78.34503565231658,7.0,7.821983385430615,15.0,False,19936043811,wangwu127@outlook.com
EMP1145,沈十七,女,32.71452441373169,北京,销售部,P3,2020-07-12,,4.0,11775.462868161661,5144.434689094125,836.6117872805464,7695.550902567294,False,77.06081361349084,13.0,7.26750422492224,19.0,True,15567600762,user171@company.com
EMP1156,孙八,男,36.34523288695597,北京,财务部,P1,2020-12-12,2021-08-11,3.5,8034.8384734387155,1000000.0,504.0851037836174,0.1,True,76.07954199376911,10.0,7.259781690809942,20.0,False,18581223755,lisi293@outlook.com
EMP1142,赵六,男,26.70573602759998,成都,财务部,P1,2017-04-15,,7.2,15748.267500408125,7390.8888453667705,483.35662595320156,13983.310008367847,True,74.16882462866006,9.0,8.338408384107273,19.0,True,13199104722,user354@qq.com
EMP1024,张三,女,,杭州,人事部,P4,2015-12-01,,8.6,12580.322598036975,2884.1406915588263,100.0,13068.95006678065,True,100.0,10.0,7.921833997125335,21.0,False,15876693898,user71@163.com
EMP1142,赵六,男,29.66354790412779,成都,财务部,P1,2020-05-31,,4.1,11582.805954489093,4364.064748776197,818.5902396417781,5989.164275406618,True,89.91434977719439,8.0,9.466049767423945,34.0,True,17174041730,user821@gmail.com
EMP1072,韩十八,男,,武汉,技术部,P1,2017-09-29,,6.8,15442.89870896047,6500.062447660738,610.3906295991568,12325.366752329988,,75.10006853055117,10.0,8.033762614641505,17.0,True,18126614158,user852@company.com
EMP1228,王五,女,31.733019401908457,深圳,运营部,P2,2023-09-11,,0.8,13887.449352124031,5981.979074620363,590.7245919994184,12149.648116679378,True,77.31060203795246,3.0,7.381404426766063,29.0,True,17773020489,wangwu103@company.com
EMP1203,钱七,男,35.03624454620442,成都,市场部,P4,2022-09-28,2023-12-06,1.8,13863.093273963294,4435.507346271651,619.9300933826453,7063.909955527356,True,70.74484451519683,12.0,9.895840346726608,25.0,True,13318568997,wangwu345@outlook.com
EMP1136,冯十二,男,28.584046786549422,杭州,产品部,P2,2020-03-09,,4.3,9833.963998215035,1516.8953034277656,243.6297193114674,10969.226661129922,True,74.04553461209727,7.0,100.0,22.0,True,13721358005,zhangsan956@gmail.com
EMP1155,卫十五,男,28.037099879747025,成都,产品部,P4,2020-11-28,,3.6,17061.782079566616,4007.55661828466,822.7605430072306,10000.533001771524,True,69.57061807134212,9.0,8.683248988188454,20.0,True,18696115913,user269@qq.com
EMP1086,,女,32.92151196843499,广州,市场部,P2,2018-04-12,,6.2,9588.140399391361,3403.415832240908,980.603638357098,4799.369159941742,True,87.94755285264424,13.0,9.442917086935472,22.0,True,86-138-0013-8000,zhaoliu668@outlook.com
EMP1048,孙八,女,22.0,北京,运营部,P2,,,,18131.73348214223,4369.959847383338,100.0,20945.70463721885,no,87.80632515109934,9.0,8.513992897003307,24.0,True,17524971817,lisi359@qq.com
EMP1016,杨十九,男,31.383688715767693,上海,运营部,P1,2015-08-11,,8.9,13158.614792839031,1878.1079985645918,887.922381721489,3608.561454574436,True,91.36026481365988,10.0,8.92958796306809,24.0,True,15679064766,lisi465@company.com
EMP1142,孙八,男,37.36337206421875,成都,财务部,P1,25/03/2015,2016-06-17,9.3,15758.317649420716,6913.394581033576,753.0631961981251,8687.118071873936,False,78.86622692205121,8.0,7.002432642031659,22.0,False,17637500247,wangwu824@gmail.com
EMP1238,钱七,男,27.994641507945897,广州,运营部,P1,2024-01-28,,0.4,15474.039468478019,2431.192177780046,533.6094338360541,8870.68568015971,True,69.54333707284181,14.0,10.0,23.0,True,18784944881,zhangsan167@gmail.com
EMP1183,钱七,男,32.0434794893525,西安,技术部,高级,2021-12-23,,2.5,10057.863845442009,4397.880886325304,791.5362400712409,5698.177916277828,True,77.57811083830423,4.0,8.187519489943396,31.0,True,19809939880,zhaoliu779@163.com
EMP1171,陈十三,女,43.194096791700304,上海,运营部,P1,2021-07-09,2022-05-11,-3.0,5948.17293359893,1467.3474257020437,50000.0,6890.221429021983,True,90.91678361358942,6.0,8.300173337279064,22.0,True,13530256336,user867@gmail.com
EMP1014,冯十二,男,33.52617564492795,广州,销售部,P1,2015-07-14,,9.0,6716.298775746795,1978.5753191389147,674.9488166062941,3538.5027522941505,True,78.17930352584118,4.0,8.048396481066973,17.0,True,15237859287,wangwu120@company.com
EMP1128,冯十二,女,32.885662435126385,杭州,财务部,P3,2019-11-18,2020-07-21,4.6,13283.50604473831,4481.835895313864,650.5845330575662,9749.439039286444,,69.16146006950997,8.0,5.017203438114716,18.0,True,18370874491,user520@outlook.com
EMP1124,孙八,,30.6156166870607,北京,技术部,P1,2019-09-24,,4.8,8389.201343109868,2723.4518936638924,646.0713862402398,7153.657871128491,True,77.81365161326892,8.0,7.3123628885453344,18.0,True,19706011277,zhangsan857@qq.com
EMP1103,张三,男,36.03755676739672,武汉,财务部,P3,2018-12-05,,5.6,5000.0,564.9415433834965,,4818.3015096946365,True,85.1250383951596,8.0,7.549736923839323,15.0,True,13935822550,lisi386@outlook.com
EMP1053,李四,女,26.458034546026838,深圳,人事部,P5,2017-01-08,,7.5,7819.142550717158,1340.2629272502907,,2566.757331750028,True,86.55539949253128,10.0,8.48583883155633,17.0,False,17406002884,wangwu7@gmail.com
,王五,男,28.162835508215274,上海,产品部,P2,,,,9532.676491510916,1495.4152748384404,,9526.24394294594,True,84.14198551424352,8.0,8.251003772826502,19.0,True,13922050912,zhangsan811@gmail.com
EMP1181,卫十五,女,39.72849426497435,西安,产品部,P1,2021-11-25,,2.6,13340.08518320841,2265.1383874767034,454.35988409955786,9807.127803736528,True,74.39942777425662,9.0,7.378441538606619,26.0,True,13348545713,zhaoliu476@company.com
EMP1080,吴十,女,27.870634914939707, 深圳,财务部,资深,2018-01-19,,6.4,12069.821861010623,3812.43084900321,355.1627468116295,6847.066265156803,True,57.634576274782304,11.0,9.037938605613965,17.0,True,18829627019,user331@outlook.com
EMP1118,沈十七,男,28.23234669806192,,技术部,P3,2019-07-02,,5.0,14303.617747729344,1732.602332233236,244.37337196296681,13754.305513700112,True,66.94166255407141,9.0,7.465097890483807,23.0,False,17420632895,user@company
EMP1209,李四,男,49.09053039518628,成都,人事部,P3,2022-12-20,,1.5,13799.600917637572,6080.309347253805,539.3113555399165,10967.691432862943,True,80.33960152984879,10.0,8.51994096012711,25.0,True,17646397165,lisi645@outlook.com
EMP1132,褚十四,男,35.82872766824303,杭州,产品部,P1,2020-01-13,,4.5,17321.526742632243,1884.4561114938135,433.52910529620704,19540.569294493067,True,91.71159553538192,7.0,7.133432940045364,,True,13767154083,zhangsan753@outlook.com
EMP1173,沈十七,女,33.98062329155239,上海,运营部,P2,2021-08-06,,2.9,5685.299192388043,1997.1469028811734,261.3005118200945,5098.373199933651,True,80.47085187099627,7.0,8.1628225441483,22.0,True,17191462297,zhangsan657@outlook.com
EMP1004,张三,女,,成都,市场部,P2,2015-02-25,,9.3,19803.40720947172,5718.451752899683,726.714658157804,10902.974642156101,True,88.23766232597781,9.0,7.972882600346117,25.0,True,19906248900,user544@gmail.com
EMP1222,朱二十,男,25.761470499252745,上海,产品部,P3,19/06/2023,,1.0,10156.670640812948,3416.160692360772,340.229539787484,7622.4676734407385,True,100.0,6.0,7.680960097175243,19.0,True,19456476596,zhaoliu978@gmail.com
EMP1139,卫十五,女,32.83720183866973,上海,运营部,P1,2020-04-19,,4.2,10174.454154650099,3633.527891990285,356.557464553308,8571.482883115865,True,97.85637686225776,2.0,8.962588149395375,21.0,False,19841541582,zhangsan280@gmail.com
EMP1008,李四,女,40.56597238468504,广州,财务部,P3,2025-02-30,,,5706.200959591126,1491.6465631897277,408.2584260923282,2136.119239582781,True,91.91423353536243,7.0,8.675407995585925,22.0,True,19313579170,zhaoliu375@outlook.com
EMP1018,郑十一,男,30.730302178235,杭州,产品部,P3,2015-09-08,,8.8,15116.119470520518,7251.390988403715,713.945858040093,11341.009664626947,True,87.38757642502485,5.0,6.6635053754937505,24.0,True,18655742829,zhaoliu854@qq.com
EMP1162,赵六,男,35.5190042424128, 上海,市场部,P2,2021-03-06,,3.3,500000.0,204568.01668530068,386.3456427848918,339933.30482796446,True,72.89816113968158,7.0,6.5570195617024485,,True,15305665554,lisi810@163.com
EMP1141,沈十七,女,32.91714533455089,武汉,财务部,P5,2020-05-17,,4.1,19393.402517069706,9211.720143111073,,22243.319342954757,no,90.69232906920227,9.0,9.216400503040205,19.0,True,19940348305,lisi709@company.com
EMP1194,陈十三,男,23.738014773239897,西安,市场部,P1,2022-05-25,,2.1,18229.507269614303,3039.1311026455846,762.7771242027959,16366.8783020324,False,84.4830604270121,5.0,8.268608207339884,17.0,True,15728492896,not_an_email
EMP1184,孙八,男,34.789143860005154,成都,销售部,P3,2022-01-06,,2.5,12496.180473706881,4469.698891897602,600.3846316954136,8001.658417049853,True,78.48873215194416,10.0,6.983223166578636,22.0,True,13684719405,wangwu478@163.com
EMP1159,孙八,男,50.515257532906105,成都,销售部,P3,2021-01-23,,3.4,10501.870962450867,1568.217048467834,782.9229236282216,6037.461374501474,True,62.37343049885001,11.0,8.296076541304318,18.0,True,18900942073,wangwu727@gmail.com
EMP1137,王五,女,37.746768190578806,深圳,销售部,P3,2020-03-23,,4.3,11713.412456753407,1853.66460742712,180.61833357589177,5963.382025582049,True,73.87320479051425,6.0,6.677981744085583,23.0,True,,user260@company.com
EMP1142,蒋十六,男,30.0,广州,技术部,资深,2022-03-15,,9.5,18000.0,2828.026443812395,626.5915665219978,7740.555805796182,True,90.0,4.0,8.196360516402553,18.0,True,13217734861,lisi926@qq.com
EMP1065,钱七,男,26.181104582333823,深圳,市场部,P4,2017-06-24,,7.0,16386.609075064385,8122.024879699689,696.7429387055995,,True,76.97148575910961,8.0,6.431718525261538,20.0,True,15685823118,zhaoliu133@163.com
EMP1030,李四,男,45.94982837689021,上海,财务部,P3,,,,10230.30804302572,2567.187268955678,426.69416351858536,10481.162854646283,True,83.20646424729067,2.0,8.545403086502754,23.0,False,15552991960,zhaoliu117@outlook.com
EMP1213,杨十九,女,22.0,广州,销售部,P1,2023-02-14,,1.4,,,340.90446956912706,,True,85.26161159903548,8.0,8.976363378370683,26.0,yes,18464938258,user894@company.com
EMP1242,卫十五,男,35.65793344612729,杭州,,P3,,,,13988.619313413757,6256.259805363511,,10094.491310857276,True,80.08954452133153,7.0,5.025755940975417,22.0,True,17590523712,lisi489@163.com
EMP1057,李四,女,28.91792249024709,,财务部,P4,2017-03-04,,7.3,8335.433933674627,3980.224324468008,573.3299624294588,3611.8144814627294,,73.82331312279005,7.0,6.270892678541784,17.0,True,19266910922,user87@outlook.com
EMP1007,张三,男,,北京,产品部,P2,2015-04-08,,9.2,8399.783069343002,3635.229697556066,404.285061697497,8976.194099457645,True,67.99587218193874,7.0,8.244686421613885,30.0,False,13771410971,lisi881@163.com
EMP1098,郑十一,女,40.68803140715109,西安,财务部,P1,2018-09-26,,5.8,12386.704484560929,4111.253455535958,802.2160390270259,10211.273483086472,True,76.78851174862986,6.0,8.203313700690739,25.0,True,15822408848,user662@qq.com
EMP1089,张三,男,37.65211302605846,深圳,销售部,中级,2018-05-24,,6.1,14327.115838875558,3505.364331458669,299.92148610290394,13520.425763667661,True,,7.0,6.549022240544865,27.0,False,17644518647,user@company
EMP1236,蒋十六,女,33.01040427107686,武汉,运营部,P2,2023-12-31,,5.5,,,169.58064106565456,,True,75.45980260983025,8.0,7.089802815712224,22.0,True,13754436820,wangwu466@gmail.com
EMP1142,蒋十六,男,27.85243304350949,成都,产品部,P1,2019-04-09,,5.2,15555.092468044604,3140.036617475989,,17488.188331332967,True,89.20262920550562,7.0,6.785030755814731,17.0,True,17351785565,zhangsan86@gmail.com
EMP1150,冯十二,女,32.77272747375388,深圳,技术部,,2020-09-20,,3.8,11727.443544850574,5488.631464578434,712.8380621097701,13554.548770259684,True,87.87909997731705,4.0,8.0974706037803,17.0,False,18711871397,wangwu393@gmail.com
EMP1071,陈十三,女,26.305287554436347,成都,运营部,P2,2017-09-15,,6.8,5000.0,2498.921362119346,576.8571776334595,5728.077214192546,True,67.02930161205349,10.0,8.761140719818686,12.0,True,15274484941,
EMP1144,李四,,26.474570915643262,北京,销售部,P3,2020-06-28,2021-09-04,4.0,15106.58411357659,2981.692958156006,519.8370179955455,13358.038804607326,True,63.48359156270495,6.0,6.601800061089411,28.0,True,17782454310,zhangsan336@qq.com
EMP1157,钱七,女,39.281319953549264,北京,财务部,P2,2020-12-26,,3.5,15682.392970847262,1889.5671154317658,303.58973160142125,11301.543408000902,True,84.5771702597395,9.0,6.678613830650693,24.0,True,15534222401,lisi139@qq.com
EMP1170,李四,男,28.121612946110513,北京,产品部,P5,2021-06-25,,3.0,10134.78409022035,1785.2697285544023,823.6184036339132,6865.765165347026,True,76.05520406451551,11.0,7.953901028837675,17.0,True,13371096600,lisi331@163.com
EMP1067,孙八,男,35.0345384996279,西安,市场部,P2,2017-07-22,,6.9,18416.36501390896,6792.393746224751,463.48162444379096,14974.182076659705,True,150.0,9.0,7.698755444171333,16.0,yes,abc12345678,zhaoliu447@qq.com
EMP1204,冯十二,男,36.303889781120816,武汉,销售部,P4,2022-10-12,,1.7,19468.89681724926,6771.925509530653,773.699540260992,13866.79345625077,True,83.43534227465913,14.0,10.0,21.0,True,17570423569,zhaoliu307@outlook.com
