clean_id,name,age,gender,final_income,occupation,education,contact
135,罗依,65.0,男,35000.0,自由职业,未知,未提供
135,罗依,65.0,男,35000.0,自由职业,未知,未提供
136,郑丽勇,33.0,男,12000.0,市场专员,高中,17815997062.0
137,李晨昊,62.0,女,14740.0,自由职业,博士,13012513412.0
138,王华瑞,22.0,男,6343.0,设计师,本科,15951751830.0
139,许一,60.0,男,14562.0,会计师,硕士,13169155792.0
0140,,27.0,女,20184.0,护士,未知,未提供
141,李鹏诺,65.0,女,20000.0,运营,本科,未提供
0142,刘鹏,62.0,女,5000.0,律师,未知,未提供
143,何昊,23.0,男,11484.0,市场专员,高中,15971293870.0
0144,宋超,19.0,男,9915.0,,未知,未提供
145,梁涵,55.0,男,25000.0,,大专,18928569146.0
146,罗艳嘉,41.833333333333336,女,20000.0,律师,未知,未提供
147,杨轩,58.0,女,8000.0,运营,硕士,17608668826.0
147,杨轩,58.0,女,8000.0,运营,硕士,17608668826.0
148,郭婷,38.0,男,5000.0,销售,博士,15817121003.0
149,徐逸,36.0,女,10718.0,,未知,未提供
150,王飞,34.0,女,8000.0,自由职业,未知,未提供
80,,41.833333333333336,男,20000.0,,博士,13217785079.0
087,,41.833333333333336,男,25000.0,,未知,未提供
0057,,41.833333333333336,男,15000.0,,未知,未提供
44,,41.833333333333336,男,8000.0,,高中,13829218515.0
20,,41.833333333333336,男,5000.0,,博士,17789921722.0
0030,,41.833333333333336,男,12000.0,,本科,13535369378.0
0030,,41.833333333333336,男,12000.0,,本科,13535369378.0
50,,41.833333333333336,男,15000.0,,未知,未提供
0137,,41.833333333333336,男,,,未知,未提供
0061,,41.833333333333336,男,15000.0,,硕士,15862266093.0
27,,41.833333333333336,男,,,未知,未提供
66,,41.833333333333336,男,35000.0,,未知,未提供
0040,,41.833333333333336,男,25000.0,,未知,未提供
098,,41.833333333333336,男,8000.0,,未知,未提供
0010,,41.833333333333336,男,8000.0,,未知,未提供
023,,41.833333333333336,男,50000.0,,未知,未提供
122,,41.833333333333336,男,5000.0,,未知,15713899940.0
099,,41.833333333333336,男,35000.0,,未知,未提供
81,,41.833333333333336,男,15000.0,,未知,未提供
073,,41.833333333333336,男,12000.0,,未知,未提供
075,,41.833333333333336,男,50000.0,,未知,未提供
088,,41.833333333333336,男,5000.0,,未知,未提供
116,,41.833333333333336,男,12000.0,,未知,未提供
82,,41.833333333333336,男,15000.0,,未知,未提供
0042,,41.833333333333336,男,50000.0,,未知,未提供
120,,41.833333333333336,男,50000.0,,高中,18978593213.0
41,,41.833333333333336,男,5000.0,,未知,未提供
009,,41.833333333333336,男,25000.0,,未知,未提供
0036,,41.833333333333336,男,,,未知,未提供
076,,41.833333333333336,男,25000.0,,高中,未提供
008,,41.833333333333336,男,25000.0,,未知,未提供
065,,41.833333333333336,男,25000.0,,未知,未提供
0128,,41.833333333333336,男,,,未知,未提供
005,,41.833333333333336,男,5000.0,,未知,未提供
095,,41.833333333333336,男,5000.0,,大专,13241714677.0
37,,41.833333333333336,男,50000.0,,大专,15253714785.0
092,,41.833333333333336,男,15000.0,,未知,未提供
79,,41.833333333333336,男,35000.0,,未知,未提供
0077,,41.833333333333336,男,50000.0,,未知,未提供
0093,,41.833333333333336,男,25000.0,,本科,15341212678.0
0138,,41.833333333333336,男,50000.0,,未知,未提供
140,,41.833333333333336,男,20000.0,,大专,13975622086.0
114,,41.833333333333336,男,35000.0,,硕士,13993204899.0
0071,,41.833333333333336,男,12000.0,,未知,未提供
0101,,41.833333333333336,男,25000.0,,博士,13950723688.0
0104,,41.833333333333336,男,20000.0,,硕士,13496194311.0
0111,,41.833333333333336,男,25000.0,,未知,未提供
014,,41.833333333333336,男,5000.0,,未知,未提供
144,,41.833333333333336,男,50000.0,,大专,18165199410.0
94,,41.833333333333336,男,25000.0,,未知,未提供
033,,41.833333333333336,男,50000.0,,硕士,13424447212.0
3,,41.833333333333336,男,35000.0,,未知,18710158199.0
16,,41.833333333333336,男,15000.0,,未知,未提供
062,,41.833333333333336,男,,,未知,未提供
34,,41.833333333333336,男,50000.0,,未知,未提供
0091,,41.833333333333336,男,15000.0,,未知,未提供
011,,41.833333333333336,男,8000.0,,未知,未提供
72,,41.833333333333336,男,12000.0,,未知,13319182619.0
022,,41.833333333333336,男,8000.0,,大专,13506163294.0
0004,,41.833333333333336,男,5000.0,,博士,13654522675.0
43,,41.833333333333336,男,25000.0,,未知,未提供
078,,41.833333333333336,男,8000.0,,未知,未提供
0007,,41.833333333333336,男,50000.0,,未知,未提供
55,,41.833333333333336,男,8000.0,,硕士,17805891135.0
0017,,41.833333333333336,男,25000.0,,高中,15879180552.0
049,,41.833333333333336,男,35000.0,,大专,18130958498.0
059,,41.833333333333336,男,25000.0,,大专,15880617445.0
0053,,41.833333333333336,男,20000.0,,未知,未提供
056,,41.833333333333336,男,,,本科,13861497310.0
0026,,41.833333333333336,男,35000.0,,未知,未提供
0052,,41.833333333333336,男,,,硕士,未提供
39,,41.833333333333336,男,,,未知,未提供
84,,41.833333333333336,男,,,大专,18838546785.0
53,,41.833333333333336,男,,,本科,15377725228.0
0126,,41.833333333333336,男,,,大专,17680801006.0
015,,41.833333333333336,男,,,大专,15998454615.0
0034,,41.833333333333336,男,,,博士,18300217659.0
142,,41.833333333333336,男,,,本科,13493968562.0
40,,41.833333333333336,男,,,大专,18826551104.0
51,,41.833333333333336,男,,,未知,13846618398.0
0105,,41.833333333333336,男,,,本科,18747154379.0
1,,41.833333333333336,男,,,大专,18212406596.0
0075,,41.833333333333336,男,,,本科,13693982807.0
006,,41.833333333333336,男,,,硕士,18961797968.0
045,,41.833333333333336,男,,,博士,13996561014.0
090,,41.833333333333336,男,,,博士,13388993756.0
0009,,41.833333333333336,男,,,博士,15582507146.0
8,,41.833333333333336,男,,,硕士,未提供
99,,41.833333333333336,男,,,大专,18466929662.0
0018,,41.833333333333336,男,,,博士,15528274225.0
0083,,41.833333333333336,男,,,硕士,15676772190.0
094,,41.833333333333336,男,,,本科,13943842797.0
98,,41.833333333333336,男,,,博士,13691485807.0
0048,,41.833333333333336,男,,,高中,15333959629.0
058,,41.833333333333336,男,,,本科,未提供
091,,41.833333333333336,男,,,博士,13246671168.0
11,,41.833333333333336,男,,,本科,18275901751.0
85,,41.833333333333336,男,,,大专,13075001701.0
069,,41.833333333333336,男,,,高中,17712196565.0
68,,41.833333333333336,男,,,大专,18498364037.0
0029,,41.833333333333336,男,,,博士,18758271091.0
0123,,41.833333333333336,男,,,高中,13288924141.0
113,,41.833333333333336,男,,,本科,13541056481.0
0135,,41.833333333333336,男,,,本科,13073832060.0
013,,41.833333333333336,男,,,硕士,未提供
0047,,41.833333333333336,男,,,本科,15813291212.0
0078,,41.833333333333336,男,,,未知,15161853747.0
108,,41.833333333333336,男,,,高中,13724903521.0
074,,41.833333333333336,男,,,本科,18880442067.0
050,,41.833333333333336,男,,,未知,15772099934.0
0002,,41.833333333333336,男,,,硕士,17787014626.0
26,,41.833333333333336,男,,,大专,13291725135.0
42,,41.833333333333336,男,,,大专,13215704331.0
079,,41.833333333333336,男,,,未知,15005411526.0
63,,41.833333333333336,男,,,本科,15031069872.0
102,,41.833333333333336,男,,,高中,13286256527.0
0146,,41.833333333333336,男,,,未知,15679374160.0
